part_number;name;description;price;stock_quantity;manufacturer;weight;dimensions;category_id;image
MFFN235;"Фильтр топливный в бак";"Фильтр топливный в бак";1362.00;1;MASUMA;;;32;
9303156015;"Опора шаровая рычага передней подвески нижняя";"Опора шаровая рычага передней подвески нижняя";596.00;1;RTS;;;1;
AMDFC798C;"Фильтр салонный угольный";"Фильтр салонный угольный";205.00;1;AMD;;;32;
CE25002;"Пыльник наконечника рулевого";"Пыльник наконечника рулевого";527.00;1;JIKIU;;;1;
SJ6101;"Опора шаровая, передняя";"Опора шаровая, передняя";575.00;2;BGA;;;1;
SJ7901;"Опора шаровая рычага передней подвески левая";"Опора шаровая рычага передней подвески левая";577.00;2;BGA;;;1;
MW51505;"Ступица колеса заднего в сборе";"Ступица колеса заднего в сборе";5652.00;1;MASUMA;;;14;
70179251EU;"Масло моторное PETRONAS SYNTIUM 3000 AV 5W-40 200L";"Масло моторное PETRONAS SYNTIUM 3000 AV 5W-40 200L";140510.00;4;PETRONAS;;;31;
BL53001;"Втулка стабилизатора переднего";"Втулка стабилизатора переднего";674.00;1;JIKIU;;;1;
S502IP;"Свеча зажигания иридиево-платиновая";"Свеча зажигания иридиево-платиновая";691.00;1;MASUMA;;;22;
26126;"Блок кнопок стеклоподъемников";"Блок кнопок стеклоподъемников";993.00;1;MEAT&DORIA;;;1;
MGR3002;"Комплект цепи ГРМ";"Комплект цепи ГРМ";8028.00;1;MASUMA;;;37;
ET33004L;"Наконечник рулевой тяги левый";"Наконечник рулевой тяги левый";1739.00;1;JIKIU;;;17;
RB28035;"Отбойник амортизатора переднего";"Отбойник амортизатора переднего";891.00;2;JIKIU;;;1;
KE407;"Клипса крепёжная";"Клипса крепёжная";14.00;50;MASUMA;;;1;
EP28001;"Крепление глушителя";"Крепление глушителя";504.00;2;JIKIU;;;1;
AMDTE353R;"Наконечник рулевой тяги правый";"Наконечник рулевой тяги правый";472.00;1;AMD;;;17;
BS25000;"Сайлентблок амортизатора заднего";"Сайлентблок амортизатора заднего";1074.00;2;JIKIU;;;1;
MGR9010;"Комплект для замены цепи ГРМ MASUMA, M271.950, M271.952";"Комплект для замены цепи ГРМ MASUMA, M271.950, M271.952";15609.00;1;MASUMA;;;37;
ER22240;"Тяга рулевая без наконечника";"Тяга рулевая без наконечника";2132.00;2;JIKIU;;;17;
19374665;"Амортизатор передний левый";"Амортизатор передний левый";3089.00;1;"AC DELCO";;;12;
CAB37980;"Фильтр салона LAND ROVER DISCOVERY III TAA, RANGE ROVER SPORT  LS 04=> с актив.углем/антивирус/ анти";"Фильтр салона LAND ROVER DISCOVERY III TAA, RANGE ROVER SPORT  LS 04=> с актив.углем/антивирус/ анти";1012.00;1;SAKURA;;;32;
SM9602;"подшипник опоры амортизатора";"подшипник опоры амортизатора";710.00;10;BGA;;;14;
3707100WEB03;"Свеча зажигания";"Свеча зажигания";728.00;4;"GREAT WALL";;;22;
BH31011;Сайлентблок;Сайлентблок;3665.00;2;JIKIU;;;1;
MD25004;"Сайлентблок опоры дифференциала заднего моста передней";"Сайлентблок опоры дифференциала заднего моста передней";2134.00;1;JIKIU;;;1;
BH21463;"Сайлентблок рычага передней подвески нижнего внутренний";"Сайлентблок рычага передней подвески нижнего внутренний";2872.00;2;JIKIU;;;1;
BH13068;"Сайлентблок рычага задней подвески верхнего поперечного";"Сайлентблок рычага задней подвески верхнего поперечного";1216.00;8;JIKIU;;;1;
CG28003;"Пыльник рейки рулевой";"Пыльник рейки рулевой";1277.00;1;JIKIU;;;17;
JB14003;"Опора шаровая рычага задней подвески верхняя";"Опора шаровая рычага задней подвески верхняя";1551.00;2;JIKIU;;;1;
BC31006;"Подшипник подвесной вала карданного";"Подшипник подвесной вала карданного";8946.00;2;JIKIU;;;14;
BLK14002;"Втулки стойки стабилизатора переднего, к-кт";"Втулки стойки стабилизатора переднего, к-кт";779.00;1;JIKIU;;;1;
YF23031;"Сайлентблок балки заднего моста задний";"Сайлентблок балки заднего моста задний";3210.00;2;JIKIU;;;1;
MOE7002;"Датчик кислорода";"Датчик кислорода";2685.00;1;MASUMA;;;38;
BH25105;"Сайлентблок рычага задней подвески подпружинного внутренний";"Сайлентблок рычага задней подвески подпружинного внутренний";1743.00;4;JIKIU;;;1;
KJ2584;"Клипса, к-кт";"Клипса, к-кт";11.00;50;MASUMA;;;1;
AC105;"Рычаг задней подвески нижний поперечный";"Рычаг задней подвески нижний поперечный";1309.00;1;TEKNOROT;;;1;
MSS020035;"Амортизатор задний";"Амортизатор задний";3764.00;1;MANDO;;;13;
MPU401;"Мотор насоса топливного";"Мотор насоса топливного";1944.00;1;MASUMA;;;1;
STC0046;"Радиатор кондиционера";"Радиатор кондиционера";5799.00;1;STRON;;;6;
LN2508;"Раскоксовка двигателя ML204 LAVR 190мл";"Раскоксовка двигателя ML204 LAVR 190мл";928.00;6;LAVR;;;1;
DSA020535;"Наконечник рулевой тяги правый";"Наконечник рулевой тяги правый";1141.00;1;MANDO;;;17;
MSA010072;"Рычаг задней подвески поперечный";"Рычаг задней подвески поперечный";2048.00;1;MANDO;;;1;
GIP06026;"Лампа накаливания W21/5W W3x16q 12V 21/5W";"Лампа накаливания W21/5W W3x16q 12V 21/5W";35.00;2;GANZ;;;1;
ET53001;"Наконечник рулевой тяги";"Наконечник рулевой тяги";1776.00;1;JIKIU;;;17;
JB31002;"Опора шаровая";"Опора шаровая";2295.00;2;JIKIU;;;1;
AMDFL251;"Фильтр масляный";"Фильтр масляный";246.00;1;AMD;;;32;
4048055500;"Колодки тормозные передние FY-11";"Колодки тормозные передние FY-11";6251.00;2;GEELY;;;20;
CV0158A;"ШРУС вала приводного переднего наружный";"ШРУС вала приводного переднего наружный";1692.00;1;BGA;;;9;
LA136;"стойка стабилизатора";"стойка стабилизатора";992.00;2;TEKNOROT;;;1;
GV0318;"Втулка стабилизатора заднего";"Втулка стабилизатора заднего";106.00;1;CTR;;;1;
95091522;"Рычаг задней подвески продольный левый";"Рычаг задней подвески продольный левый";2119.00;1;RTS;;;1;
T703;"тяга рулевая";"тяга рулевая";674.00;2;TEKNOROT;;;17;
CR0522;"Тяга рулевая без наконечника";"Тяга рулевая без наконечника";909.00;1;CTR;;;17;
MIP1019;"Ролик ремня поликлинового обводной";"Ролик ремня поликлинового обводной";1661.00;1;MASUMA;;;37;
CL0237;"Тяга заднего стабилизатора L=R DAEWOO Laganza 97-04 CTR CLKD-5";"Тяга заднего стабилизатора L=R DAEWOO Laganza 97-04 CTR CLKD-5";380.00;1;CTR;;;1;
SK425K;"шаровая опора";"шаровая опора";786.00;2;TEKNOROT;;;1;
